D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_44_558.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_44_558.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_44_558.jpg,-0.4,1,0,2.864847
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_44_627.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_44_627.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_44_627.jpg,-0.5354305,1,0,3.791584
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_44_697.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_44_697.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_44_697.jpg,-0.4319619,1,0,4.489107
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_44_769.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_44_769.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_44_769.jpg,-0.1909571,1,0,5.422441
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_44_839.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_44_839.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_44_839.jpg,-0.006139816,1,0,6.111838
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_44_911.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_44_911.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_44_911.jpg,0,1,0,7.026899
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_44_981.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_44_981.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_44_981.jpg,0,1,0,7.709986
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_45_052.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_45_052.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_45_052.jpg,0,1,0,8.614678
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_45_120.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_45_120.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_45_120.jpg,-0.05,1,0,9.288085
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_45_190.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_45_190.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_45_190.jpg,-0.25,1,0,10.16289
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_45_261.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_45_261.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_45_261.jpg,-0.4176539,1,0,10.792
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_45_333.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_45_333.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_45_333.jpg,-0.148133,1,0,11.50283
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_45_405.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_45_405.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_45_405.jpg,0,1,0,12.41839
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_45_479.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_45_479.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_45_479.jpg,0,1,0,13.2507
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_45_555.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_45_555.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_45_555.jpg,-0.15,1,0,14.023
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_45_622.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_45_622.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_45_622.jpg,-0.2039619,1,0,14.64477
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_45_692.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_45_692.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_45_692.jpg,0,1,0,15.5139
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_45_768.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_45_768.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_45_768.jpg,-0.1,1,0,16.36341
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_45_841.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_45_841.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_45_841.jpg,-0.25,1,0,16.96618
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_45_913.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_45_913.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_45_913.jpg,-0.2899932,1,0,17.75621
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_45_984.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_45_984.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_45_984.jpg,-0.04874708,1,0,18.57259
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_46_053.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_46_053.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_46_053.jpg,-0.1987471,1,0,19.19831
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_46_127.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_46_127.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_46_127.jpg,-0.3987471,1,0,19.9691
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_46_201.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_46_201.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_46_201.jpg,-0.5835459,1,0,20.47755
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_46_273.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_46_273.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_46_273.jpg,-0.3347006,1,0,21.25484
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_46_346.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_46_346.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_46_346.jpg,-0.09781816,1,0,22.05516
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_46_582.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_46_582.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_46_582.jpg,-0.45,1,0,24.13973
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_46_648.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_46_648.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_46_648.jpg,-0.6500001,1,0,24.7545
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_46_718.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_46_718.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_46_718.jpg,-0.8377869,1,0,25.14737
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_46_799.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_46_799.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_46_799.jpg,-0.570669,1,0,25.84808
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_46_873.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_46_873.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_46_873.jpg,-0.371641,1,0,26.62703
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_46_949.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_46_949.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_46_949.jpg,-0.1184418,1,0,27.3984
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_47_022.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_47_022.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_47_022.jpg,0.03825914,1,0,27.93855
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_47_090.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_47_090.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_47_090.jpg,0.2382591,1,0,28.60154
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_47_161.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_47_161.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_47_161.jpg,0.3882592,1,0,29.05084
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_47_287.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_47_287.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_47_287.jpg,0.4069337,1,0,30.10639
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_47_354.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_47_354.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_47_354.jpg,0.2246239,1,0,30.19317
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_47_421.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_47_421.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_47_421.jpg,0.03269759,1,0,30.18802
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_47_496.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_47_496.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_47_496.jpg,0,1,0,30.18782
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_47_565.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_47_565.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_47_565.jpg,-0.05,1,0,30.18911
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_47_636.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_47_636.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_47_636.jpg,-0.2,1,0,30.1762
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_47_709.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_47_709.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_47_709.jpg,-0.407143,1,0,30.15302
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_47_776.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_47_776.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_47_776.jpg,-0.2272892,1,0,30.18723
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_47_854.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_47_854.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_47_854.jpg,0,1,0,30.18762
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_47_921.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_47_921.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_47_921.jpg,0,1,0,30.18879
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_47_988.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_47_988.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_47_988.jpg,0.2,1,0,30.17494
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_48_057.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_48_057.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_48_057.jpg,0.05533018,1,0,30.1889
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_48_129.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_48_129.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_48_129.jpg,0,1,0,30.19047
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_48_203.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_48_203.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_48_203.jpg,0,1,0,30.19042
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_48_277.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_48_277.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_48_277.jpg,0,1,0,30.18878
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_48_350.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_48_350.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_48_350.jpg,-0.15,1,0,30.1841
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_48_417.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_48_417.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_48_417.jpg,-0.3,1,0,30.16866
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_48_520.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_48_520.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_48_520.jpg,-0.2139899,1,0,30.19007
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_48_587.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_48_587.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_48_587.jpg,-0.01322652,1,0,30.18902
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_48_654.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_48_654.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_48_654.jpg,0,1,0,30.18918
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_48_729.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_48_729.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_48_729.jpg,0,1,0,30.19003
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_48_802.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_48_802.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_48_802.jpg,0,1,0,30.19016
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_48_877.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_48_877.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_48_877.jpg,0,1,0,30.18862
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_48_951.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_48_951.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_48_951.jpg,0,1,0,30.19059
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_49_022.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_49_022.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_49_022.jpg,0,1,0,30.19185
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_49_096.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_49_096.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_49_096.jpg,0,1,0,30.18957
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_49_167.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_49_167.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_49_167.jpg,0,1,0,30.19062
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_49_240.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_49_240.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_49_240.jpg,0,1,0,30.19055
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_49_312.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_49_312.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_49_312.jpg,-0.15,1,0,30.18394
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_49_387.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_49_387.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_49_387.jpg,-0.3242413,1,0,30.1672
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_49_461.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_49_461.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_49_461.jpg,-0.1275066,1,0,30.19048
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_49_531.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_49_531.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_49_531.jpg,0,1,0,30.18906
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_49_640.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_49_640.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_49_640.jpg,0,1,0,30.19015
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_49_708.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_49_708.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_49_708.jpg,-0.2,1,0,30.18202
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_49_778.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_49_778.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_49_778.jpg,-0.2405379,1,0,30.17927
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_49_852.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_49_852.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_49_852.jpg,0,1,0,30.18939
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_49_925.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_49_925.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_49_925.jpg,0,1,0,30.19024
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_49_995.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_49_995.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_49_995.jpg,0,1,0,30.1902
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_50_071.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_50_071.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_50_071.jpg,0,1,0,30.19027
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_50_144.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_50_144.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_50_144.jpg,-0.2,1,0,30.18085
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_50_218.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_50_218.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_50_218.jpg,-0.08249395,1,0,30.19039
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_50_318.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_50_318.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_50_318.jpg,0,1,0,30.19006
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_50_386.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_50_386.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_50_386.jpg,0,1,0,30.19027
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_50_459.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_50_459.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_50_459.jpg,-0.05,1,0,30.18991
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_50_600.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_50_600.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_50_600.jpg,0,1,0,30.19029
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_50_672.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_50_672.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_50_672.jpg,0,1,0,30.19034
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_50_749.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_50_749.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_50_749.jpg,-0.05,1,0,30.18987
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_50_818.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_50_818.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_50_818.jpg,-0.2,1,0,30.18046
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_50_893.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_50_893.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_50_893.jpg,-0.2737503,1,0,30.17559
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_50_989.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_50_989.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_50_989.jpg,0,1,0,30.18901
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_51_055.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_51_055.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_51_055.jpg,0,1,0,30.18978
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_51_122.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_51_122.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_51_122.jpg,-0.05,1,0,30.19015
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_51_193.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_51_193.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_51_193.jpg,-0.25,1,0,30.17727
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_51_260.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_51_260.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_51_260.jpg,-0.3276419,1,0,30.16891
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_51_333.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_51_333.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_51_333.jpg,-0.08331793,1,0,30.19159
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_51_402.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_51_402.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_51_402.jpg,0,1,0,30.18862
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_51_473.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_51_473.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_51_473.jpg,-0.05,1,0,30.1902
D:\pratikgujral\dataset\IMG\center_2018_07_16_17_11_51_541.jpg,D:\pratikgujral\dataset\IMG\left_2018_07_16_17_11_51_541.jpg,D:\pratikgujral\dataset\IMG\right_2018_07_16_17_11_51_541.jpg,-0.2,1,0,30.18324
